File-nr,logatome,SAM"-PA,diphone,language
2783,DATAHËTADEU,data:E~ta"dOY,a:E~,FR
2784,ATTERCHADEU,Qat6Ca"dOY,6C,FR
2785,ATÖCHADEU,Qat9Ca"dOY,9C,DE
2786,ATARCJADEI,QataRCa"daI,RC,DE
2787,ATALCHADAI,QatalCa"daI,lC,DE
2788,DATAUCHADEU,dataUCa"dOY,aUC,DE
2789,DATOHCHADAU,dato:Ca"daU,o:C,DE
2790,ATUCHADEU,Qatu:Ca"dOY,u:C,DE
2791,PATAHCHADAU,pata:Ca"daU,a:C,DE
2792,PATATZTADAU,patatsta"daU,tst,DE
2793,ATIEITTADAU,Qati:Ita"daU,i:I,DE
2794,DATUHUTTADAU,datu:Uta"daU,u:U,DE
2795,PATATZTZADAU,patatstsa"daU,tsts,DE
